"","names","ourls","wons","ids","lons","lats","sDate"
"494","Gabo Island","/products/IDV60801/IDV60801.94933.shtml","94933","IDV60801","149.9158","-37.5679","1859"
"495","Gelantipy","/products/IDV60801/IDV60801.94913.shtml","94913","IDV60801","148.2625","-37.22","1992"
"496","Kingfish B","/products/IDV60801/IDV60801.55039.shtml","55039","IDV60801","0","0","0"
"497","Lakes Entrance","/products/IDV60801/IDV60801.95904.shtml","95904","IDV60801","148.006","-37.8717","2006"
"498","Mallacoota","/products/IDV60801/IDV60801.94935.shtml","94935","IDV60801","149.7289","-37.5976","1974"
"499","Mount Nowa Nowa","/products/IDV60801/IDV60801.94930.shtml","94930","IDV60801","148.0908","-37.6924","1995"
"500","Omeo","/products/IDV60801/IDV60801.94908.shtml","94908","IDV60801","147.6008","-37.1017","2004"
"501","Orbost","/products/IDV60801/IDV60801.95918.shtml","95918","IDV60801","148.4667","-37.6922","2000"
"502","Point Hicks","/products/IDV60801/IDV60801.94932.shtml","94932","IDV60801","149.2747","-37.8017","1962"
"503","Adelaide (West Terrace /  ngayirdapira)","/products/IDS60801/IDS60801.94648.shtml","94648","IDS60801","0","0","0"
"504","Adelaide (Kent Town)","/products/IDS60801/IDS60801.94675.shtml","94675","IDS60801","138.6216","-34.9211","1977"
"505","Adelaide Airport","/products/IDS60801/IDS60801.94672.shtml","94672","IDS60801","138.5204","-34.9524","1955"
"506","Edinburgh","/products/IDS60801/IDS60801.95676.shtml","95676","IDS60801","138.6222","-34.7111","1972"
"507","Hindmarsh Island","/products/IDS60801/IDS60801.94677.shtml","94677","IDS60801","138.8177","-35.5194","2003"
"508","Kuitpo","/products/IDS60801/IDS60801.94683.shtml","94683","IDS60801","138.6783","-35.1712","1998"
"509","Mount Barker","/products/IDS60801/IDS60801.94806.shtml","94806","IDS60801","138.8465","-35.073","1861"
"510","Mount Crawford","/products/IDS60801/IDS60801.94678.shtml","94678","IDS60801","138.9278","-34.7253","1994"
"511","Mount Lofty","/products/IDS60801/IDS60801.95678.shtml","95678","IDS60801","138.7088","-34.9784","1985"
"512","Noarlunga","/products/IDS60801/IDS60801.94808.shtml","94808","IDS60801","138.5057","-35.1586","2000"
"513","Nuriootpa","/products/IDS60801/IDS60801.94681.shtml","94681","IDS60801","139.0056","-34.4761","1996"
"514","Outer Harbor (Black Pole)","/products/IDS60801/IDS60801.95675.shtml","95675","IDS60801","138.4653","-34.7343","2001"
"515","Parafield","/products/IDS60801/IDS60801.95677.shtml","95677","IDS60801","138.6281","-34.7977","1929"
"516","Parawa West","/products/IDS60801/IDS60801.94811.shtml","94811","IDS60801","138.2864","-35.5695","1994"
"517","Sellicks Hill","/products/IDS60801/IDS60801.95679.shtml","95679","IDS60801","138.5019","-35.3294","1995"
"518","Strathalbyn","/products/IDS60801/IDS60801.94814.shtml","94814","IDS60801","138.8934","-35.2836","1996"
"519","Cape Borda","/products/IDS60801/IDS60801.95805.shtml","95805","IDS60801","136.5959","-35.7549","2002"
"520","Cape Willoughby","/products/IDS60801/IDS60801.94822.shtml","94822","IDS60801","138.1327","-35.8426","1881"
"521","Edithburgh","/products/IDS60801/IDS60801.94809.shtml","94809","IDS60801","137.7395","-35.1121","1984"
"522","Kadina","/products/IDS60801/IDS60801.94685.shtml","94685","IDS60801","137.6628","-33.9703","2005"
"523","Kingscote","/products/IDS60801/IDS60801.95807.shtml","95807","IDS60801","137.5231","-35.7114","1994"
"524","Maitland","/products/IDS60801/IDS60801.94665.shtml","94665","IDS60801","137.6733","-34.3745","1879"
"525","Minlaton Airport","/products/IDS60801/IDS60801.95659.shtml","95659","IDS60801","137.5276","-34.748","2001"
"526","Parndana","/products/IDS60801/IDS60801.94807.shtml","94807","IDS60801","137.2496","-35.7916","2011"
"527","Stenhouse Bay","/products/IDS60801/IDS60801.95806.shtml","95806","IDS60801","136.9392","-35.2795","1995"
"528","Warburto Point","/products/IDS60801/IDS60801.94666.shtml","94666","IDS60801","137.528","-34.0041","2003"
"529","Warooka","/products/IDS60801/IDS60801.94663.shtml","94663","IDS60801","137.3995","-34.9906","1861"
"530","Cape Jaffa","/products/IDS60801/IDS60801.94813.shtml","94813","IDS60801","139.7164","-36.9655","1991"
"531","Coonawarra","/products/IDS60801/IDS60801.94817.shtml","94817","IDS60801","140.8254","-37.2906","1985"
"532","Keith","/products/IDS60801/IDS60801.94816.shtml","94816","IDS60801","140.3556","-36.098","1906"
"533","Keith West","/products/IDS60801/IDS60801.95815.shtml","95815","IDS60801","140.3273","-36.1058","2001"
"534","Mount Gambier","/products/IDS60801/IDS60801.94821.shtml","94821","IDS60801","140.7739","-37.7473","1941"
"535","Naracoorte","/products/IDS60801/IDS60801.94820.shtml","94820","IDS60801","140.727","-36.9813","1998"
"536","Padthaway","/products/IDS60801/IDS60801.95823.shtml","95823","IDS60801","140.5212","-36.6539","2000"
"537","Robe Airport","/products/IDS60801/IDS60801.95816.shtml","95816","IDS60801","139.8054","-37.1776","2003"
"538","Karoonda","/products/IDS60801/IDS60801.95813.shtml","95813","IDS60801","139.8972","-35.09","1914"
"539","Lameroo AWS","/products/IDS60801/IDS60801.94690.shtml","94690","IDS60801","140.5378","-35.3778","2004"
"540","Loxton","/products/IDS60801/IDS60801.94682.shtml","94682","IDS60801","140.5978","-34.439","1984"
"541","Murray Bridge","/products/IDS60801/IDS60801.95812.shtml","95812","IDS60801","139.2592","-35.1234","1885"
"542","Pallamana","/products/IDS60801/IDS60801.95818.shtml","95818","IDS60801","139.2273","-35.065","2006"
"543","Renmark Airport","/products/IDS60801/IDS60801.95687.shtml","95687","IDS60801","140.6766","-34.1983","1995"
"544","Clare","/products/IDS60801/IDS60801.95667.shtml","95667","IDS60801","138.5933","-33.8226","1993"
"545","Eudunda","/products/IDS60801/IDS60801.94680.shtml","94680","IDS60801","139.0847","-34.1754","1880"
"546","Hawker","/products/IDS60801/IDS60801.94673.shtml","94673","IDS60801","138.435","-31.8846","1882"
"547","Port Augusta","/products/IDS60801/IDS60801.95666.shtml","95666","IDS60801","137.7169","-32.5073","2001"
"548","Port Pirie Airport AWS","/products/IDS60801/IDS60801.99749.shtml","99749","IDS60801","137.9971","-33.2371","2000"
"549","Roseworthy","/products/IDS60801/IDS60801.95671.shtml","95671","IDS60801","138.6763","-34.5106","1997"
"550","Snowtown","/products/IDS60801/IDS60801.95670.shtml","95670","IDS60801","138.2182","-33.7676","1998"
"551","Turretfield","/products/IDS60801/IDS60801.95674.shtml","95674","IDS60801","138.8342","-34.5519","1887"
"552","Yongala","/products/IDS60801/IDS60801.94679.shtml","94679","IDS60801","138.756","-33.0276","1881"
"553","Ceduna","/products/IDS60801/IDS60801.94653.shtml","94653","IDS60801","133.6976","-32.1297","1939"
"554","Cleve","/products/IDS60801/IDS60801.94661.shtml","94661","IDS60801","136.4937","-33.7011","1896"
"555","Cleve Airport","/products/IDS60801/IDS60801.94662.shtml","94662","IDS60801","136.5026","-33.7081","1963"
"556","Cultana (Defence)","/products/IDS60801/IDS60801.95683.shtml","95683","IDS60801","0","0","0"
"557","Cummins Airport","/products/IDS60801/IDS60801.95663.shtml","95663","IDS60801","135.7135","-34.2524","2007"
"558","Elliston","/products/IDS60801/IDS60801.94656.shtml","94656","IDS60801","134.888","-33.6501","1882"
"559","Kimba","/products/IDS60801/IDS60801.94668.shtml","94668","IDS60801","136.4126","-33.1416","1920"
"560","Kyancutta","/products/IDS60801/IDS60801.94657.shtml","94657","IDS60801","135.5521","-33.1337","1930"
"561","Minnipa RS","/products/IDS60801/IDS60801.95662.shtml","95662","IDS60801","135.1515","-32.8427","1996"
"562","Neptune Island","/products/IDS60801/IDS60801.94804.shtml","94804","IDS60801","136.1174","-35.3365","1957"
"563","Nullarbor","/products/IDS60801/IDS60801.94651.shtml","94651","IDS60801","130.8976","-31.4492","1888"
"564","Point Avoid","/products/IDS60801/IDS60801.95649.shtml","95649","IDS60801","0","0","0"
"565","Port Lincoln Airport","/products/IDS60801/IDS60801.95661.shtml","95661","IDS60801","135.8784","-34.5993","1992"
"566","Streaky Bay","/products/IDS60801/IDS60801.94654.shtml","94654","IDS60801","134.2116","-32.7963","1865"
"567","Whyalla","/products/IDS60801/IDS60801.95664.shtml","95664","IDS60801","137.5206","-33.0539","1945"
"568","Wudinna Airport","/products/IDS60801/IDS60801.95654.shtml","95654","IDS60801","135.4519","-33.043","1999"
"569","Andamooka","/products/IDS60801/IDS60801.95660.shtml","95660","IDS60801","137.1692","-30.449","1965"
"570","Arkaroola","/products/IDS60801/IDS60801.94676.shtml","94676","IDS60801","139.3357","-30.311","1938"
"571","Coober Pedy Airport","/products/IDS60801/IDS60801.95458.shtml","95458","IDS60801","134.7222","-29.0347","1994"
"572","Ernabella/Pukatja","/products/IDS60801/IDS60801.94474.shtml","94474","IDS60801","132.1771","-26.2635","1997"
"573","Gluepot","/products/IDS60801/IDS60801.95668.shtml","95668","IDS60801","140.1251","-33.7622","1999"
"574","Leigh Creek","/products/IDS60801/IDS60801.94674.shtml","94674","IDS60801","138.4219","-30.5963","1982"
"575","Marree Airport","/products/IDS60801/IDS60801.95480.shtml","95480","IDS60801","138.0684","-29.6587","1998"
"576","Moomba Airport","/products/IDS60801/IDS60801.95481.shtml","95481","IDS60801","140.1956","-28.0997","1995"
"577","Mount Ive","/products/IDS60801/IDS60801.94660.shtml","94660","IDS60801","136.0671","-32.4398","1881"
"578","Oodnadatta","/products/IDS60801/IDS60801.94476.shtml","94476","IDS60801","135.4456","-27.5553","1939"
"579","Roxby Downs","/products/IDS60801/IDS60801.95658.shtml","95658","IDS60801","136.8772","-30.4829","1997"
"580","Tarcoola","/products/IDS60801/IDS60801.94655.shtml","94655","IDS60801","134.5786","-30.7051","1997"
"581","Woomera","/products/IDS60801/IDS60801.94659.shtml","94659","IDS60801","136.8054","-31.1558","1949"
"582","Yunta","/products/IDS60801/IDS60801.94684.shtml","94684","IDS60801","139.5645","-32.5707","1998"
"583","Adele Island","/products/IDW60801/IDW60801.94210.shtml","94210","IDW60801","123.1556","-15.5114","1972"
"584","Argyle","/products/IDW60801/IDW60801.94217.shtml","94217","IDW60801","128.4517","-16.6381","1986"
"585","Broome","/products/IDW60801/IDW60801.94203.shtml","94203","IDW60801","122.2353","-17.9475","1939"
"586","Broome Port","/products/IDW60801/IDW60801.95202.shtml","95202","IDW60801","122.2183","-18.0008","1991"
"587","Browse Island","/products/IDW60801/IDW60801.94103.shtml","94103","IDW60801","123.5472","-14.1089","1969"
"588","Curtin","/products/IDW60801/IDW60801.94204.shtml","94204","IDW60801","123.8297","-17.5769","1989"
"589","Cygnet Bay","/products/IDW60801/IDW60801.94201.shtml","94201","IDW60801","123.0086","-16.4514","1963"
"590","Derby","/products/IDW60801/IDW60801.95205.shtml","95205","IDW60801","123.6611","-17.3706","1951"
"591","Fitzroy Crossing","/products/IDW60801/IDW60801.94206.shtml","94206","IDW60801","125.5619","-18.1814","1997"
"592","Halls Creek","/products/IDW60801/IDW60801.94212.shtml","94212","IDW60801","127.6636","-18.2292","1944"
"593","Kalumburu","/products/IDW60801/IDW60801.94100.shtml","94100","IDW60801","126.6453","-14.2964","1997"
"594","Kununurra Airport","/products/IDW60801/IDW60801.94216.shtml","94216","IDW60801","128.71","-15.7814","1971"
"595","Lombadina","/products/IDW60801/IDW60801.99206.shtml","99206","IDW60801","0","0","0"
"596","Mandora","/products/IDW60801/IDW60801.94200.shtml","94200","IDW60801","120.8433","-19.7419","1913"
"597","Mount Elizabeth","/products/IDW60801/IDW60801.94211.shtml","94211","IDW60801","126.1025","-16.4181","1973"
"598","Rowley Shoals","/products/IDW60801/IDW60801.94207.shtml","94207","IDW60801","118.9531","-17.5217","1970"
"599","Troughton Island","/products/IDW60801/IDW60801.94102.shtml","94102","IDW60801","126.1485","-13.7542","1956"
"600","Truscott","/products/IDW60801/IDW60801.95101.shtml","95101","IDW60801","126.3867","-14.09","1944"
"601","West Roebuck","/products/IDW60801/IDW60801.95204.shtml","95204","IDW60801","122.3122","-17.8964","1999"
"602","Wyndham Airport","/products/IDW60801/IDW60801.95214.shtml","95214","IDW60801","128.1503","-15.51","1951"
"603","Yampi Sound (Defence)","/products/IDW60801/IDW60801.95208.shtml","95208","IDW60801","0","0","0"
"604","Barimunya","/products/IDW60801/IDW60801.99313.shtml","99313","IDW60801","0","0","0"
"605","Barrow Island","/products/IDW60801/IDW60801.95304.shtml","95304","IDW60801","115.4056","-20.875","1998"
"606","Bedout Island","/products/IDW60801/IDW60801.94310.shtml","94310","IDW60801","119.1","-19.5894","1993"
"607","Christmas Creek","/products/IDW60801/IDW60801.99737.shtml","99737","IDW60801","0","0","0"
"608","Coondewanna","/products/IDW60801/IDW60801.99312.shtml","99312","IDW60801","0","0","0"
"609","Emu Creek","/products/IDW60801/IDW60801.94318.shtml","94318","IDW60801","115.0414","-23.0314","1898"
"610","Fortescue Dave Forrest","/products/IDW60801/IDW60801.99736.shtml","99736","IDW60801","0","0","0"
"611","Karijini North","/products/IDW60801/IDW60801.94330.shtml","94330","IDW60801","0","0","0"
"612","Karratha","/products/IDW60801/IDW60801.95307.shtml","95307","IDW60801","116.7742","-20.7097","1971"
"613","Learmonth","/products/IDW60801/IDW60801.94302.shtml","94302","IDW60801","114.0967","-22.2406","1945"
"614","Legendre Island","/products/IDW60801/IDW60801.94307.shtml","94307","IDW60801","116.8431","-20.3583","1992"
"615","Marble Bar","/products/IDW60801/IDW60801.95317.shtml","95317","IDW60801","119.7497","-21.1756","2000"
"616","Mardie","/products/IDW60801/IDW60801.94306.shtml","94306","IDW60801","115.9797","-21.1906","1885"
"617","Newman Airport","/products/IDW60801/IDW60801.94317.shtml","94317","IDW60801","119.7992","-23.4167","1971"
"618","Onslow Airport","/products/IDW60801/IDW60801.95305.shtml","95305","IDW60801","115.1092","-21.6689","1940"
"619","Paraburdoo","/products/IDW60801/IDW60801.94316.shtml","94316","IDW60801","117.7494","-23.1725","1974"
"620","Pardoo","/products/IDW60801/IDW60801.94311.shtml","94311","IDW60801","119.5811","-20.1078","1904"
"621","Port Hedland","/products/IDW60801/IDW60801.94312.shtml","94312","IDW60801","118.6317","-20.3725","1942"
"622","Roebourne Airport","/products/IDW60801/IDW60801.94308.shtml","94308","IDW60801","117.1583","-20.7594","2001"
"623","Solomon Airport","/products/IDW60801/IDW60801.99217.shtml","99217","IDW60801","0","0","0"
"624","Telfer","/products/IDW60801/IDW60801.94319.shtml","94319","IDW60801","122.2281","-21.7125","1974"
"625","Thevenard Island","/products/IDW60801/IDW60801.94303.shtml","94303","IDW60801","115.0197","-21.4606","1989"
"626","Varanus Island","/products/IDW60801/IDW60801.95303.shtml","95303","IDW60801","115.5769","-20.655","1999"
"627","Carnarvon","/products/IDW60801/IDW60801.94300.shtml","94300","IDW60801","113.67","-24.8878","1945"
"628","Bulga Downs","/products/IDW60801/IDW60801.94444.shtml","94444","IDW60801","119.7436","-28.4967","1924"
"629","Degrussa Aerodrome","/products/IDW60801/IDW60801.99400.shtml","99400","IDW60801","0","0","0"
"630","Denham","/products/IDW60801/IDW60801.94402.shtml","94402","IDW60801","113.5319","-25.9261","1893"
"631","Meekatharra","/products/IDW60801/IDW60801.94430.shtml","94430","IDW60801","118.5372","-26.6136","1944"
"632","Mount Magnet Airport","/products/IDW60801/IDW60801.94429.shtml","94429","IDW60801","117.8425","-28.1156","1995"
"633","Murchison","/products/IDW60801/IDW60801.94422.shtml","94422","IDW60801","115.9567","-26.8956","1987"
"634","Shark Bay Airport","/products/IDW60801/IDW60801.95402.shtml","95402","IDW60801","113.5772","-25.8925","2000"
"635","Kalgoorlie-Boulder","/products/IDW60801/IDW60801.94637.shtml","94637","IDW60801","121.4533","-30.7847","1939"
"636","Laverton","/products/IDW60801/IDW60801.94449.shtml","94449","IDW60801","122.4236","-28.6133","1991"
"637","Leinster","/products/IDW60801/IDW60801.95448.shtml","95448","IDW60801","120.7031","-27.8386","1994"
"638","Leonora Airport","/products/IDW60801/IDW60801.94450.shtml","94450","IDW60801","121.3186","-28.8789","2007"
"639","Mount Keith","/products/IDW60801/IDW60801.99434.shtml","99434","IDW60801","0","0","0"
"640","Norseman Airport","/products/IDW60801/IDW60801.95642.shtml","95642","IDW60801","121.7547","-32.2147","1999"
"641","Wiluna","/products/IDW60801/IDW60801.94439.shtml","94439","IDW60801","120.2258","-26.5914","1898"
"642","Wiluna Airport","/products/IDW60801/IDW60801.95439.shtml","95439","IDW60801","0","0","0"
"643","Balladonia","/products/IDW60801/IDW60801.94642.shtml","94642","IDW60801","123.8653","-32.4569","1891"
"644","Eucla","/products/IDW60801/IDW60801.94647.shtml","94647","IDW60801","128.8958","-31.6797","1876"
"645","Eyre","/products/IDW60801/IDW60801.94645.shtml","94645","IDW60801","126.3008","-32.2464","1885"
"646","Forrest","/products/IDW60801/IDW60801.95646.shtml","95646","IDW60801","128.1092","-30.8453","1993"
"647","Red Rocks Point","/products/IDW60801/IDW60801.94644.shtml","94644","IDW60801","127.5297","-32.2028","1999"
"648","Carnegie","/products/IDW60801/IDW60801.94451.shtml","94451","IDW60801","122.9753","-25.7964","1942"
"649","Giles*","/products/IDW60801/IDW60801.94461.shtml","94461","IDW60801","128.301","-25.0341","1956"
"650","Warburton","/products/IDW60801/IDW60801.94457.shtml","94457","IDW60801","126.5839","-26.1317","1940"
"651","Christmas Island","/products/IDW60801/IDW60801.96995.shtml","96995","IDW60801","105.6875","-10.4528","1972"
"652","Cocos Island","/products/IDW60801/IDW60801.96996.shtml","96996","IDW60801","96.8344","-12.1892","1901"
"653","Badgingarra","/products/IDW60801/IDW60801.94603.shtml","94603","IDW60801","115.5394","-30.3381","1962"
"654","Carnamah","/products/IDW60801/IDW60801.94415.shtml","94415","IDW60801","115.8872","-29.6886","1887"
"655","Geraldton Airport","/products/IDW60801/IDW60801.94403.shtml","94403","IDW60801","114.6989","-28.8047","2011"
"656","Jurien Bay","/products/IDW60801/IDW60801.95600.shtml","95600","IDW60801","115.0311","-30.3081","1968"
"657","Kalbarri","/products/IDW60801/IDW60801.94401.shtml","94401","IDW60801","114.165","-27.7119","1970"
"658","Morawa Airport","/products/IDW60801/IDW60801.94417.shtml","94417","IDW60801","116.0247","-29.2039","1997"
"659","Mullewa","/products/IDW60801/IDW60801.94411.shtml","94411","IDW60801","115.5142","-28.5367","1896"
"660","North Island","/products/IDW60801/IDW60801.94405.shtml","94405","IDW60801","113.5936","-28.3008","1990"
"661","Armament Jetty","/products/IDW60801/IDW60801.99254.shtml","99254","IDW60801","0","0","0"
"662","Bickley","/products/IDW60801/IDW60801.95610.shtml","95610","IDW60801","116.1369","-32.0072","1969"
"663","Colpoys Point","/products/IDW60801/IDW60801.99255.shtml","99255","IDW60801","0","0","0"
"664","Dwellingup","/products/IDW60801/IDW60801.94620.shtml","94620","IDW60801","116.0594","-32.7103","1934"
"665","Garden Island","/products/IDW60801/IDW60801.95607.shtml","95607","IDW60801","115.6839","-32.2433","2001"
"666","Gingin Airport","/products/IDW60801/IDW60801.95612.shtml","95612","IDW60801","115.8642","-31.4628","1968"
"667","Gooseberry Hill","/products/IDW60801/IDW60801.94615.shtml","94615","IDW60801","116.0506","-31.9414","1989"
"668","Hillarys Point Boat Harbour","/products/IDW60801/IDW60801.95605.shtml","95605","IDW60801","115.7386","-31.8256","1991"
"669","Jandakot","/products/IDW60801/IDW60801.94609.shtml","94609","IDW60801","115.8794","-32.1011","1972"
"670","Karnet","/products/IDW60801/IDW60801.95614.shtml","95614","IDW60801","116.0789","-32.4389","1963"
"671","Lancelin","/products/IDW60801/IDW60801.95606.shtml","95606","IDW60801","115.3322","-31.016","1965"
"672","Lancelin (Defence)","/products/IDW60801/IDW60801.95609.shtml","95609","IDW60801","0","0","0"
"673","Mandurah","/products/IDW60801/IDW60801.94605.shtml","94605","IDW60801","115.7119","-32.5219","2001"
"674","Melville Water","/products/IDW60801/IDW60801.95620.shtml","95620","IDW60801","115.8311","-31.9889","1999"
"675","Millendon (Swan Valley)","/products/IDW60801/IDW60801.94795.shtml","94795","IDW60801","0","0","0"
"676","Ocean Reef","/products/IDW60801/IDW60801.94607.shtml","94607","IDW60801","115.7278","-31.7594","1985"
"677","Pearce","/products/IDW60801/IDW60801.94612.shtml","94612","IDW60801","116.0189","-31.6669","1937"
"678","Perth","/products/IDW60801/IDW60801.94608.shtml","94608","IDW60801","115.8728","-31.9192","1993"
"679","Perth Airport","/products/IDW60801/IDW60801.94610.shtml","94610","IDW60801","115.9764","-31.9275","1944"
"680","Rottnest Island","/products/IDW60801/IDW60801.94602.shtml","94602","IDW60801","115.5022","-32.0069","1983"
"681","Swanbourne","/products/IDW60801/IDW60801.94614.shtml","94614","IDW60801","115.7619","-31.9558","1985"
"682","Bridgetown","/products/IDW60801/IDW60801.95632.shtml","95632","IDW60801","116.1311","-33.9486","1997"
"683","Bunbury","/products/IDW60801/IDW60801.94604.shtml","94604","IDW60801","115.6447","-33.3567","1995"
"684","Busselton Airport","/products/IDW60801/IDW60801.95611.shtml","95611","IDW60801","115.4008","-33.6858","1997"
"685","Busselton Jetty","/products/IDW60801/IDW60801.95602.shtml","95602","IDW60801","115.3383","-33.6294","1997"
"686","Cape Leeuwin","/products/IDW60801/IDW60801.94601.shtml","94601","IDW60801","115.1358","-34.3728","1897"
"687","Cape Naturaliste","/products/IDW60801/IDW60801.94600.shtml","94600","IDW60801","115.0189","-33.5372","1903"
"688","Collie East","/products/IDW60801/IDW60801.95621.shtml","95621","IDW60801","116.1717","-33.3608","2002"
"689","Donnybrook","/products/IDW60801/IDW60801.95622.shtml","95622","IDW60801","115.8247","-33.5719","1900"
"690","Jarrahwood","/products/IDW60801/IDW60801.95623.shtml","95623","IDW60801","115.6658","-33.7964","1975"
"691","Manjimup","/products/IDW60801/IDW60801.94617.shtml","94617","IDW60801","116.145","-34.2508","1915"
"692","Pemberton","/products/IDW60801/IDW60801.95613.shtml","95613","IDW60801","116.0433","-34.4478","1941"
"693","Shannon","/products/IDW60801/IDW60801.95617.shtml","95617","IDW60801","116.3367","-34.5683","1996"
"694","Walpole North","/products/IDW60801/IDW60801.95647.shtml","95647","IDW60801","116.7222","-34.9469","2004"
"695","Witchcliffe","/products/IDW60801/IDW60801.95641.shtml","95641","IDW60801","115.1042","-34.0281","1999"
"696","Albany","/products/IDW60801/IDW60801.94801.shtml","94801","IDW60801","117.8808","-35.0289","1877"
"697","Albany Airport","/products/IDW60801/IDW60801.94802.shtml","94802","IDW60801","117.8158","-34.9411","2012"
"698","Mount Barker","/products/IDW60801/IDW60801.94630.shtml","94630","IDW60801","117.6361","-34.625","1886"
"699","Jacup","/products/IDW60801/IDW60801.95636.shtml","95636","IDW60801","119.1092","-33.8878","1993"
"700","Rocky Gully South","/products/IDW60801/IDW60801.94631.shtml","94631","IDW60801","117.0106","-34.5714","1995"
"701","Esperance","/products/IDW60801/IDW60801.94638.shtml","94638","IDW60801","121.8925","-33.83","1969"
"702","Esperance Airport","/products/IDW60801/IDW60801.95638.shtml","95638","IDW60801","121.8275","-33.6825","1950"
"703","Esperance Harbour","/products/IDW60801/IDW60801.95648.shtml","95648","IDW60801","121.8971","-33.8707","1992"
"704","Hopetoun North","/products/IDW60801/IDW60801.95635.shtml","95635","IDW60801","120.1283","-33.9306","1995"
"705","Munglinup West","/products/IDW60801/IDW60801.95644.shtml","95644","IDW60801","120.6997","-33.5547","2002"
"706","Ravensthorpe","/products/IDW60801/IDW60801.94636.shtml","94636","IDW60801","120.0458","-33.5803","1901"
"707","Salmon Gums RS","/products/IDW60801/IDW60801.95639.shtml","95639","IDW60801","121.6239","-32.9869","1932"
"708","Brookton","/products/IDW60801/IDW60801.94625.shtml","94625","IDW60801","117.0086","-32.3728","1908"
"709","Corrigin","/products/IDW60801/IDW60801.94633.shtml","94633","IDW60801","117.8733","-32.3292","1910"
"710","Hyden","/products/IDW60801/IDW60801.95627.shtml","95627","IDW60801","118.8983","-32.4419","1928"
"711","Katanning RS","/products/IDW60801/IDW60801.94641.shtml","94641","IDW60801","117.6064","-33.6856","1999"
"712","Lake Grace","/products/IDW60801/IDW60801.95637.shtml","95637","IDW60801","118.4647","-33.1006","1997"
"713","Narrogin","/products/IDW60801/IDW60801.94627.shtml","94627","IDW60801","117.1797","-32.9342","1891"
"714","Newdegate","/products/IDW60801/IDW60801.94628.shtml","94628","IDW60801","118.84","-33.1131","1954"
"715","Pingelly","/products/IDW60801/IDW60801.95616.shtml","95616","IDW60801","117.0831","-32.5336","1891"
"716","Wagin","/products/IDW60801/IDW60801.95618.shtml","95618","IDW60801","117.3403","-33.3075","1891"
"717","Wandering","/products/IDW60801/IDW60801.95640.shtml","95640","IDW60801","116.6706","-32.6722","1998"
"718","Beverley","/products/IDW60801/IDW60801.95615.shtml","95615","IDW60801","116.9247","-32.1083","1886"
"719","Cunderdin Airport","/products/IDW60801/IDW60801.95625.shtml","95625","IDW60801","117.2217","-31.6219","1942"
"720","Dalwallinu","/products/IDW60801/IDW60801.95629.shtml","95629","IDW60801","116.6714","-30.2761","1997"
"721","Goomalling","/products/IDW60801/IDW60801.95631.shtml","95631","IDW60801","116.8269","-31.2994","1887"
"722","Kellerberrin","/products/IDW60801/IDW60801.95603.shtml","95603","IDW60801","117.7217","-31.6183","1892"
"723","Merredin","/products/IDW60801/IDW60801.95624.shtml","95624","IDW60801","118.2789","-31.4756","1903"
"724","Narembeen","/products/IDW60801/IDW60801.95626.shtml","95626","IDW60801","118.3956","-32.0656","1927"
"725","Northam","/products/IDW60801/IDW60801.94621.shtml","94621","IDW60801","116.6586","-31.6508","1877"
"726","Southern Cross Airport","/products/IDW60801/IDW60801.95634.shtml","95634","IDW60801","119.3564","-31.2353","1996"
"727","Wongan Hills","/products/IDW60801/IDW60801.94622.shtml","94622","IDW60801","116.7186","-30.8917","1907"
"728","York","/products/IDW60801/IDW60801.94623.shtml","94623","IDW60801","116.765","-31.8997","1996"
"729","Batchelor","/products/IDD60801/IDD60801.94125.shtml","94125","IDD60801","131.0252","-13.0544","1992"
"730","Bradshaw","/products/IDD60801/IDD60801.94130.shtml","94130","IDD60801","130.8091","-14.9408","1998"
"731","Bradshaw-Angallari Valley (Defence)","/products/IDD60801/IDD60801.94221.shtml","94221","IDD60801","0","0","0"
"732","Channel Point","/products/IDD60801/IDD60801.94121.shtml","94121","IDD60801","130.1226","-13.1672","1990"
"733","Charles Point","/products/IDD60801/IDD60801.99510.shtml","99510","IDD60801","130.6306","-12.3895","1996"
"734","Darwin Airport","/products/IDD60801/IDD60801.94120.shtml","94120","IDD60801","130.8925","-12.4239","1941"
"735","Darwin Harbour","/products/IDD60801/IDD60801.95122.shtml","95122","IDD60801","130.8458","-12.4719","1990"
"736","Douglas River","/products/IDD60801/IDD60801.94128.shtml","94128","IDD60801","131.1872","-13.8345","1968"
"737","Dum In Mirrie","/products/IDD60801/IDD60801.94116.shtml","94116","IDD60801","130.3725","-12.635","1994"
"738","Kangaroo Flats (Defence)","/products/IDD60801/IDD60801.94161.shtml","94161","IDD60801","0","0","0"
"739","Middle Point","/products/IDD60801/IDD60801.95121.shtml","95121","IDD60801","131.2988","-12.605","2001"
"740","Mount Bundey North (Defence)","/products/IDD60801/IDD60801.94162.shtml","94162","IDD60801","0","0","0"
"741","Mount Bundey South (Defence)","/products/IDD60801/IDD60801.94112.shtml","94112","IDD60801","0","0","0"
"742","Noonamah","/products/IDD60801/IDD60801.94105.shtml","94105","IDD60801","131.0474","-12.6099","2013"
"743","Point Stuart","/products/IDD60801/IDD60801.94127.shtml","94127","IDD60801","131.8791","-12.2397","1992"
"744","Wadeye (Port Keats)","/products/IDD60801/IDD60801.95111.shtml","95111","IDD60801","129.5282","-14.2494","1996"
