SiteID,Active,SensorID,SensorName,StartDate,EndDate,DataType,UpperDepth,LowerDepth,Calibrated,Units
SFS_2,1,306,SFS21 - Lismore1_Soil-Moisture_600,2013-04-24T14:15:00.000Z,2019-06-19T14:00:00.000Z,Soil-Moisture,600,600,TRUE,mm
SFS_53,1,1224,SFS103 - Mt Gow_Soil-Temperature_1000,2017-04-18T04:00:00.000Z,2019-07-14T23:45:00.000Z,Soil-Temperature,1000,1000,TRUE,Degrees-Celcius
SFS_62,1,226,SFS14 - Barunah Park_Soil-Moisture_500,2013-04-19T14:15:00.000Z,2019-07-14T23:45:00.000Z,Soil-Moisture,500,500,TRUE,mm
SFS_62,1,512,SFS14 - Barunah Park_Soil-Moisture_900,2013-04-19T14:15:00.000Z,2019-07-14T23:45:00.000Z,Soil-Moisture,900,900,TRUE,mm
SFS_41,1,88,SFS19 - Duverney_Soil-Moisture_300,2013-04-22T14:15:00.000Z,2019-07-14T23:45:00.000Z,Soil-Moisture,300,300,TRUE,mm
SFS_42,1,245,SFS31 - Staughton Vale_Soil-Moisture_500,2013-05-05T15:00:00.000Z,2019-07-14T23:45:00.000Z,Soil-Moisture,500,500,TRUE,mm
SFS_73,1,1399,SFS00 - Lake Bolac1_Temperature_0,2018-12-23T10:00:00.000Z,2019-06-21T09:00:00.000Z,Temperature,0,0,TRUE,Degrees-Celcius
SFS_17,1,973,SFS11 - Ballan1_Soil-Temperature_700,2014-03-26T16:00:00.000Z,2019-06-20T12:00:00.000Z,Soil-Temperature,700,700,TRUE,Degrees-Celcius
SFS_68,1,1415,SFS102 - Yulecart_Temperature_0,2017-04-21T02:15:00.000Z,2019-07-14T23:45:00.000Z,Temperature,0,0,TRUE,Degrees-Celcius
SFS_75,1,1225,SFS104 - Wickliffe 3_Soil-Temperature_1000,2017-04-21T02:00:00.000Z,2019-06-20T23:00:00.000Z,Soil-Temperature,1000,1000,TRUE,Degrees-Celcius
SFS_68,1,1301,SFS102 - Yulecart_Rainfall_0,2017-04-21T02:00:00.000Z,2019-07-14T23:45:00.000Z,Rainfall,0,0,TRUE,mm
SFS_11,1,458,SFS35 - Tatyoon1_Soil-Moisture_800,2013-05-01T14:15:00.000Z,2019-06-19T19:15:00.000Z,Soil-Moisture,800,800,TRUE,mm
SFS_1,1,654,SFS18 - Derrinallum1_Soil-Temperature_100,2013-04-23T05:49:49.000Z,2019-06-19T22:00:00.000Z,Soil-Temperature,100,100,TRUE,Degrees-Celcius
SFS_41,1,716,SFS19 - Duverney_Soil-Temperature_300,2013-04-22T05:47:39.000Z,2019-07-14T23:45:00.000Z,Soil-Temperature,300,300,TRUE,Degrees-Celcius
SFS_60,1,777,SFS10 - Inverleigh3_Soil-Temperature_400,2013-04-16T04:23:18.000Z,2019-06-20T04:00:00.000Z,Soil-Temperature,400,400,TRUE,Degrees-Celcius
SFS_58,1,906,SFS8 - Meredith_Soil-Temperature_600,2013-04-10T01:57:37.000Z,2019-07-14T23:45:00.000Z,Soil-Temperature,600,600,TRUE,Degrees-Celcius
SFS_21,1,799,SFS24 - Narrapumelap South_Soil-Temperature_400,2014-03-26T16:00:00.000Z,2019-06-20T04:30:00.000Z,Soil-Temperature,400,400,TRUE,Degrees-Celcius
SFS_23,1,335,SFS56 - Mirranatwa_Soil-Moisture_600,2013-09-12T14:15:00.000Z,2019-06-19T14:00:00.000Z,Soil-Moisture,600,600,TRUE,mm
SFS_22,1,109,SFS46 - Glenthompson_Soil-Moisture_300,2013-06-20T14:15:00.000Z,2019-06-21T14:15:00.000Z,Soil-Moisture,300,300,TRUE,mm
SFS_22,1,396,SFS46 - Glenthompson_Soil-Moisture_700,2013-06-20T14:15:00.000Z,2019-06-19T17:15:00.000Z,Soil-Moisture,700,700,TRUE,mm
SFS_11,1,243,SFS35 - Tatyoon1_Soil-Moisture_500,2013-05-01T14:15:00.000Z,2019-06-18T15:15:00.000Z,Soil-Moisture,500,500,TRUE,mm
SFS_38,1,1229,SFS105 - Banongil_Soil-Temperature_1000,2017-05-31T06:00:00.000Z,2019-07-14T23:45:00.000Z,Soil-Temperature,1000,1000,TRUE,Degrees-Celcius
SFS_74,1,5,SFS05 - Wickliffe1_Soil-Moisture_100,2012-08-31T14:15:00.000Z,2019-07-14T23:45:00.000Z,Soil-Moisture,100,100,TRUE,mm
SFS_40,1,16,SFS15 - Rokewood_Soil-Moisture_100,2013-04-23T14:15:00.000Z,2019-06-21T18:15:00.000Z,Soil-Moisture,100,100,TRUE,mm
SFS_68,1,420,SFS102 - Yulecart_Soil-Moisture_700,2017-04-22T23:15:00.000Z,2019-06-19T17:15:00.000Z,Soil-Moisture,700,700,TRUE,mm
SFS_2,1,377,SFS21 - Lismore1_Soil-Moisture_700,2013-04-24T14:15:00.000Z,2019-07-14T23:45:00.000Z,Soil-Moisture,700,700,TRUE,mm
SFS_25,1,1168,SFS1 - Werneth 1_Soil-Temperature_1000,2012-08-28T14:15:00.000Z,2019-06-20T23:00:00.000Z,Soil-Temperature,1000,1000,TRUE,Degrees-Celcius
SFS_25,1,501,SFS1 - Werneth 1_Soil-Moisture_900,2012-08-29T14:15:00.000Z,2019-07-14T23:45:00.000Z,Soil-Moisture,900,900,TRUE,mm
SFS_42,1,1130,SFS31 - Staughton Vale_Soil-Temperature_900,2013-05-03T03:57:56.000Z,2019-07-14T23:45:00.000Z,Soil-Temperature,900,900,TRUE,Degrees-Celcius
SFS_47,1,541,SFS42 - Mingay_Soil-Moisture_900,2013-06-20T14:15:00.000Z,2019-07-14T23:45:00.000Z,Soil-Moisture,900,900,TRUE,mm
SFS_75,1,1300,SFS104 - Wickliffe 3_Rainfall_0,2017-04-21T01:45:00.000Z,2019-06-21T04:00:00.000Z,Rainfall,0,0,TRUE,mm
SFS_58,1,646,SFS8 - Meredith_Soil-Temperature_100,2013-04-10T01:57:37.000Z,2019-07-14T23:45:00.000Z,Soil-Temperature,100,100,TRUE,Degrees-Celcius
SFS_17,1,706,SFS11 - Ballan1_Soil-Temperature_300,2014-03-26T16:00:00.000Z,2019-06-21T14:00:00.000Z,Soil-Temperature,300,300,TRUE,Degrees-Celcius
SFS_75,1,347,SFS104 - Wickliffe 3_Soil-Moisture_600,2017-04-24T04:00:00.000Z,2019-07-14T23:45:00.000Z,Soil-Moisture,600,600,TRUE,mm
SFS_25,1,1442,SFS1 - Werneth 1_Temperature_0,2012-08-28T14:15:00.000Z,2019-07-14T23:45:00.000Z,Temperature,0,0,TRUE,Degrees-Celcius
SFS_13,1,803,SFS38 - Westmere_Soil-Temperature_400,2013-06-21T01:25:41.000Z,2019-07-14T23:45:00.000Z,Soil-Temperature,400,400,TRUE,Degrees-Celcius
SFS_45,1,953,SFS50 - Teesdale_Soil-Temperature_600,2014-06-30T14:00:00.000Z,2019-07-14T23:45:00.000Z,Soil-Temperature,600,600,TRUE,Degrees-Celcius
SFS_3,1,374,SFS22 - Derrinallum2_Soil-Moisture_700,2013-04-24T14:15:00.000Z,2019-07-14T23:45:00.000Z,Soil-Moisture,700,700,TRUE,mm
SFS_73,1,639,SFS00 - Lake Bolac1_Soil-Temperature_100,2018-12-23T10:00:00.000Z,2019-06-19T23:00:00.000Z,Soil-Temperature,100,100,TRUE,Degrees-Celcius
SFS_58,1,292,SFS8 - Meredith_Soil-Moisture_600,2013-04-10T14:15:00.000Z,2019-06-19T14:00:00.000Z,Soil-Moisture,600,600,TRUE,mm
SFS_59,1,508,SFS9 - Wingeel_Soil-Moisture_900,2013-04-16T14:15:00.000Z,2019-06-21T15:00:00.000Z,Soil-Moisture,900,900,TRUE,mm
SFS_38,1,962,SFS105 - Banongil_Soil-Temperature_600,2017-05-31T06:00:00.000Z,2019-06-20T12:30:00.000Z,Soil-Temperature,600,600,TRUE,Degrees-Celcius
SFS_40,1,1180,SFS15 - Rokewood_Soil-Temperature_1000,2013-04-22T01:13:12.000Z,2019-06-20T23:15:00.000Z,Soil-Temperature,1000,1000,TRUE,Degrees-Celcius
SFS_2,1,919,SFS21 - Lismore1_Soil-Temperature_600,2013-04-23T05:19:45.000Z,2019-06-20T10:00:00.000Z,Soil-Temperature,600,600,TRUE,Degrees-Celcius
SFS_60,1,977,SFS10 - Inverleigh3_Soil-Temperature_700,2013-04-16T04:23:18.000Z,2019-06-20T13:00:00.000Z,Soil-Temperature,700,700,TRUE,Degrees-Celcius
SFS_16,1,1026,SFS106 - Mount Wallace_Soil-Temperature_700,2017-05-22T04:30:00.000Z,2019-06-20T17:30:00.000Z,Soil-Temperature,700,700,TRUE,Degrees-Celcius
SFS_59,1,437,SFS9 - Wingeel_Soil-Moisture_800,2013-04-16T14:15:00.000Z,2019-06-21T14:00:00.000Z,Soil-Moisture,800,800,TRUE,mm
SFS_45,1,1428,SFS50 - Teesdale_Humidity_0,2014-05-30T04:15:00.000Z,2019-06-21T11:00:00.000Z,Humidity,0,0,TRUE,Percent
SFS_38,1,423,SFS105 - Banongil_Soil-Moisture_700,2017-06-01T11:15:00.000Z,2019-06-19T18:15:00.000Z,Soil-Moisture,700,700,TRUE,mm
SFS_45,1,1439,SFS50 - Teesdale_Atmospheric Pressure_0,2014-05-30T04:15:00.000Z,2019-06-21T11:30:00.000Z,Atmospheric Pressure,0,0,TRUE,NA
SFS_1,1,157,SFS18 - Derrinallum1_Soil-Moisture_400,2013-04-24T14:15:00.000Z,2019-06-21T14:00:00.000Z,Soil-Moisture,400,400,TRUE,mm
SFS_69,1,998,SFS23 - Chatsworth_Soil-Temperature_700,2014-01-16T03:45:00.000Z,2019-06-20T12:15:00.000Z,Soil-Temperature,700,700,TRUE,Degrees-Celcius
SFS_69,1,731,SFS23 - Chatsworth_Soil-Temperature_300,2014-01-16T03:45:00.000Z,2019-06-19T23:15:00.000Z,Soil-Temperature,300,300,TRUE,Degrees-Celcius
SFS_68,1,1159,SFS102 - Yulecart_Soil-Temperature_900,2017-04-21T02:15:00.000Z,2019-07-14T23:45:00.000Z,Soil-Temperature,900,900,TRUE,Degrees-Celcius
SFS_60,1,153,SFS10 - Inverleigh3_Soil-Moisture_400,2013-04-16T14:15:00.000Z,2019-07-14T23:45:00.000Z,Soil-Moisture,400,400,TRUE,mm
SFS_48,1,322,SFS47 - Wickliffe2_Soil-Moisture_600,2013-06-20T14:15:00.000Z,2019-07-14T23:30:00.000Z,Soil-Moisture,600,600,TRUE,mm
SFS_45,1,1498,SFS50 - Teesdale_Temperature_0,2014-05-30T04:15:00.000Z,2019-06-21T13:30:00.000Z,Temperature,0,0,TRUE,Degrees-Celcius
SFS_66,1,213,SFS2 - Yatchaw_Soil-Moisture_500,2012-09-04T01:54:46.000Z,2019-06-21T14:00:00.000Z,Soil-Moisture,500,500,TRUE,mm
SFS_55,1,982,SFS16 - Skipton_Soil-Temperature_700,2013-12-03T12:00:00.000Z,2019-07-14T23:45:00.000Z,Soil-Temperature,700,700,TRUE,Degrees-Celcius
SFS_64,1,1021,SFS29 - Winnindoo_Soil-Temperature_700,2016-04-21T05:13:05.000Z,2019-07-14T23:45:00.000Z,Soil-Temperature,700,700,TRUE,Degrees-Celcius
SFS_11,1,928,SFS35 - Tatyoon1_Soil-Temperature_600,2013-05-01T06:47:31.000Z,2019-06-20T11:15:00.000Z,Soil-Temperature,600,600,TRUE,Degrees-Celcius
SFS_14,1,800,SFS41 - Pittong_Soil-Temperature_400,2013-06-20T04:30:00.000Z,2019-06-20T04:00:00.000Z,Soil-Temperature,400,400,TRUE,Degrees-Celcius
SFS_43,1,532,SFS37 - Werneth 2_Soil-Moisture_900,2013-05-09T14:15:00.000Z,2019-06-21T18:15:00.000Z,Soil-Moisture,900,900,TRUE,mm
SFS_9,1,1190,SFS27 - Mininera_Soil-Temperature_1000,2013-05-01T05:23:56.000Z,2019-07-14T23:45:00.000Z,Soil-Temperature,1000,1000,TRUE,Degrees-Celcius
SFS_3,1,517,SFS22 - Derrinallum2_Soil-Moisture_900,2013-04-24T14:15:00.000Z,2019-06-19T21:00:00.000Z,Soil-Moisture,900,900,TRUE,mm
SFS_11,1,599,SFS35 - Tatyoon1_Soil-Moisture_1000,2013-05-01T14:15:00.000Z,2019-07-14T23:45:00.000Z,Soil-Moisture,1000,1000,TRUE,mm
SFS_11,1,727,SFS35 - Tatyoon1_Soil-Temperature_300,2013-05-01T06:47:31.000Z,2019-06-20T03:15:00.000Z,Soil-Temperature,300,300,TRUE,Degrees-Celcius
SFS_66,1,1033,SFS2 - Yatchaw_Soil-Temperature_800,2012-08-28T14:15:00.000Z,2019-06-20T18:00:00.000Z,Soil-Temperature,800,800,TRUE,Degrees-Celcius
SFS_1,1,85,SFS18 - Derrinallum1_Soil-Moisture_300,2013-04-24T14:15:00.000Z,2019-07-14T23:30:00.000Z,Soil-Moisture,300,300,TRUE,mm
SFS_67,1,1503,SFS101 - Wombelano_Temperature_0,2017-04-10T07:30:00.000Z,2019-07-14T23:45:00.000Z,Temperature,0,0,TRUE,Degrees-Celcius
SFS_69,1,1065,SFS23 - Chatsworth_Soil-Temperature_800,2014-01-16T03:45:00.000Z,2019-07-14T23:45:00.000Z,Soil-Temperature,800,800,TRUE,Degrees-Celcius
SFS_38,1,1417,SFS105 - Banongil_Temperature_0,2017-05-31T06:00:00.000Z,2019-06-21T10:15:00.000Z,Temperature,0,0,TRUE,Degrees-Celcius
SFS_13,1,1204,SFS38 - Westmere_Soil-Temperature_1000,2013-06-21T01:25:41.000Z,2019-06-21T15:00:00.000Z,Soil-Temperature,1000,1000,TRUE,Degrees-Celcius
SFS_74,1,1236,SFS05 - Wickliffe1_Rainfall_0,2012-09-02T11:00:00.000Z,2019-06-29T15:00:00.000Z,Rainfall,0,0,TRUE,mm
SFS_21,1,866,SFS24 - Narrapumelap South_Soil-Temperature_500,2014-03-26T16:00:00.000Z,2019-07-14T23:45:00.000Z,Soil-Temperature,500,500,TRUE,Degrees-Celcius
SFS_14,1,535,SFS41 - Pittong_Soil-Moisture_900,2013-06-20T14:15:00.000Z,2019-06-19T20:00:00.000Z,Soil-Moisture,900,900,TRUE,mm
SFS_66,1,766,SFS2 - Yatchaw_Soil-Temperature_400,2012-08-28T14:15:00.000Z,2019-07-14T23:45:00.000Z,Soil-Temperature,400,400,TRUE,Degrees-Celcius
SFS_42,1,173,SFS31 - Staughton Vale_Soil-Moisture_400,2013-05-05T15:00:00.000Z,2019-07-14T23:45:00.000Z,Soil-Moisture,400,400,TRUE,mm
SFS_63,1,72,SFS4 - Bairnsdale_Soil-Moisture_300,2013-01-23T13:15:00.000Z,2019-04-29T03:18:51.000Z,Soil-Moisture,300,300,TRUE,mm
SFS_45,1,1019,SFS50 - Teesdale_Soil-Temperature_700,2014-06-30T14:00:00.000Z,2019-07-14T23:45:00.000Z,Soil-Temperature,700,700,TRUE,Degrees-Celcius
SFS_1,1,585,SFS18 - Derrinallum1_Soil-Moisture_1000,2013-04-24T14:15:00.000Z,2019-07-14T23:30:00.000Z,Soil-Moisture,1000,1000,TRUE,mm
SFS_9,1,722,SFS27 - Mininera_Soil-Temperature_300,2013-05-01T05:23:56.000Z,2019-07-14T23:45:00.000Z,Soil-Temperature,300,300,TRUE,Degrees-Celcius
SFS_47,1,470,SFS42 - Mingay_Soil-Moisture_800,2013-06-20T14:15:00.000Z,2019-07-14T23:45:00.000Z,Soil-Moisture,800,800,TRUE,mm
SFS_73,1,1233,SFS00 - Lake Bolac1_Rainfall_0,2011-06-21T01:45:00.000Z,2019-06-20T23:00:00.000Z,Rainfall,0,0,TRUE,mm
SFS_42,1,863,SFS31 - Staughton Vale_Soil-Temperature_500,2013-05-03T03:57:56.000Z,2019-07-14T23:45:00.000Z,Soil-Temperature,500,500,TRUE,Degrees-Celcius
SFS_11,1,861,SFS35 - Tatyoon1_Soil-Temperature_500,2013-05-01T06:47:31.000Z,2019-07-14T23:45:00.000Z,Soil-Temperature,500,500,TRUE,Degrees-Celcius
SFS_14,1,1067,SFS41 - Pittong_Soil-Temperature_800,2013-06-20T04:30:00.000Z,2019-06-20T18:00:00.000Z,Soil-Temperature,800,800,TRUE,Degrees-Celcius
SFS_61,1,579,SFS12 - Inverleigh2_Soil-Moisture_1000,2013-04-16T14:15:00.000Z,2019-07-14T23:45:00.000Z,Soil-Moisture,1000,1000,TRUE,mm
SFS_22,1,181,SFS46 - Glenthompson_Soil-Moisture_400,2013-06-20T14:15:00.000Z,2019-06-18T09:15:00.000Z,Soil-Moisture,400,400,TRUE,mm
SFS_11,1,1405,SFS35 - Tatyoon1_Temperature_0,2017-05-02T08:15:00.000Z,2019-06-21T09:30:00.000Z,Temperature,0,0,TRUE,Degrees-Celcius
SFS_12,1,96,SFS36 - Langi Logan_Soil-Moisture_300,2013-05-01T14:15:00.000Z,2019-07-14T23:45:00.000Z,Soil-Moisture,300,300,TRUE,mm
SFS_61,1,842,SFS12 - Inverleigh2_Soil-Temperature_500,2013-04-16T06:07:44.000Z,2019-07-14T23:45:00.000Z,Soil-Temperature,500,500,TRUE,Degrees-Celcius
SFS_68,1,277,SFS102 - Yulecart_Soil-Moisture_500,2017-04-22T23:15:00.000Z,2019-06-19T13:15:00.000Z,Soil-Moisture,500,500,TRUE,mm
SFS_14,1,605,SFS41 - Pittong_Soil-Moisture_1000,2013-06-20T14:15:00.000Z,2019-06-19T22:00:00.000Z,Soil-Moisture,1000,1000,TRUE,mm
SFS_54,1,1163,SFS108 - Mannibadar_Soil-Temperature_900,2017-06-01T10:00:00.000Z,2019-07-14T23:45:00.000Z,Soil-Temperature,900,900,TRUE,Degrees-Celcius
SFS_45,1,819,SFS50 - Teesdale_Soil-Temperature_400,2014-06-30T14:00:00.000Z,2019-07-14T23:45:00.000Z,Soil-Temperature,400,400,TRUE,Degrees-Celcius
SFS_54,1,1029,SFS108 - Mannibadar_Soil-Temperature_700,2017-06-01T10:00:00.000Z,2019-07-14T23:45:00.000Z,Soil-Temperature,700,700,TRUE,Degrees-Celcius
SFS_40,1,227,SFS15 - Rokewood_Soil-Moisture_500,2013-04-23T14:15:00.000Z,2019-07-14T23:45:00.000Z,Soil-Moisture,500,500,TRUE,mm
SFS_21,1,933,SFS24 - Narrapumelap South_Soil-Temperature_600,2014-03-26T16:00:00.000Z,2019-07-14T23:45:00.000Z,Soil-Temperature,600,600,TRUE,Degrees-Celcius
SFS_64,1,1295,SFS29 - Winnindoo_Rainfall_0,2014-03-26T15:45:00.000Z,2019-07-14T23:45:00.000Z,Rainfall,0,0,TRUE,mm
SFS_68,1,632,SFS102 - Yulecart_Soil-Moisture_1000,2017-04-22T23:15:00.000Z,2019-07-14T23:45:00.000Z,Soil-Moisture,1000,1000,TRUE,mm
SFS_48,1,607,SFS47 - Wickliffe2_Soil-Moisture_1000,2013-06-20T14:15:00.000Z,2019-07-14T23:30:00.000Z,Soil-Moisture,1000,1000,TRUE,mm
SFS_13,1,538,SFS38 - Westmere_Soil-Moisture_900,2013-06-21T01:25:41.000Z,2019-06-21T18:30:00.000Z,Soil-Moisture,900,900,TRUE,mm
SFS_41,1,447,SFS19 - Duverney_Soil-Moisture_800,2013-04-22T14:15:00.000Z,2019-07-14T23:45:00.000Z,Soil-Moisture,800,800,TRUE,mm
SFS_38,1,895,SFS105 - Banongil_Soil-Temperature_500,2017-05-31T06:00:00.000Z,2019-07-14T23:45:00.000Z,Soil-Temperature,500,500,TRUE,Degrees-Celcius
SFS_58,1,839,SFS8 - Meredith_Soil-Temperature_500,2013-04-10T01:57:37.000Z,2019-07-14T23:45:00.000Z,Soil-Temperature,500,500,TRUE,Degrees-Celcius
SFS_66,1,285,SFS2 - Yatchaw_Soil-Moisture_600,2012-09-04T01:54:46.000Z,2019-06-19T14:00:00.000Z,Soil-Moisture,600,600,TRUE,mm
SFS_53,1,1090,SFS103 - Mt Gow_Soil-Temperature_800,2017-04-18T04:00:00.000Z,2019-07-14T23:45:00.000Z,Soil-Temperature,800,800,TRUE,Degrees-Celcius
SFS_39,1,1435,SFS107 - Woorndoo 2_Humidity_0,2017-05-30T06:15:00.000Z,2019-07-14T23:45:00.000Z,Humidity,0,0,TRUE,Percent
SFS_21,1,604,SFS24 - Narrapumelap South_Soil-Moisture_1000,2014-03-26T16:00:00.000Z,2019-07-14T23:45:00.000Z,Soil-Moisture,1000,1000,TRUE,mm
SFS_39,1,563,SFS107 - Woorndoo 2_Soil-Moisture_900,2017-05-30T06:00:00.000Z,2019-07-14T23:45:00.000Z,Soil-Moisture,900,900,TRUE,mm
SFS_73,1,427,SFS00 - Lake Bolac1_Soil-Moisture_800,2018-12-23T10:00:00.000Z,2019-06-19T18:00:00.000Z,Soil-Moisture,800,800,TRUE,mm
SFS_66,1,141,SFS2 - Yatchaw_Soil-Moisture_400,2012-09-04T01:54:46.000Z,2019-07-14T23:45:00.000Z,Soil-Moisture,400,400,TRUE,mm
SFS_14,1,1134,SFS41 - Pittong_Soil-Temperature_900,2013-06-20T04:30:00.000Z,2019-06-20T22:00:00.000Z,Soil-Temperature,900,900,TRUE,Degrees-Celcius
SFS_10,1,990,SFS32 - Tatyoon2_Soil-Temperature_700,2013-05-01T05:23:51.000Z,2019-07-14T23:45:00.000Z,Soil-Temperature,700,700,TRUE,Degrees-Celcius
SFS_9,1,1403,SFS27 - Mininera_Temperature_0,2017-05-02T08:00:00.000Z,2019-07-14T23:45:00.000Z,Temperature,0,0,TRUE,Degrees-Celcius
SFS_75,1,1091,SFS104 - Wickliffe 3_Soil-Temperature_800,2017-04-21T02:00:00.000Z,2019-07-14T23:45:00.000Z,Soil-Temperature,800,800,TRUE,Degrees-Celcius
SFS_22,1,253,SFS46 - Glenthompson_Soil-Moisture_500,2013-06-20T14:15:00.000Z,2019-06-18T15:15:00.000Z,Soil-Moisture,500,500,TRUE,mm
SFS_48,1,107,SFS47 - Wickliffe2_Soil-Moisture_300,2013-06-20T14:15:00.000Z,2019-06-19T02:00:00.000Z,Soil-Moisture,300,300,TRUE,mm
SFS_15,1,1110,SFS13 - Lethbridge_Soil-Temperature_900,2013-04-18T02:11:33.000Z,2019-07-14T23:45:00.000Z,Soil-Temperature,900,900,TRUE,Degrees-Celcius
SFS_2,1,449,SFS21 - Lismore1_Soil-Moisture_800,2013-04-24T14:15:00.000Z,2019-07-14T23:45:00.000Z,Soil-Moisture,800,800,TRUE,mm
SFS_68,1,1025,SFS102 - Yulecart_Soil-Temperature_700,2017-04-21T02:15:00.000Z,2019-07-14T23:45:00.000Z,Soil-Temperature,700,700,TRUE,Degrees-Celcius
SFS_21,1,1200,SFS24 - Narrapumelap South_Soil-Temperature_1000,2014-03-26T16:00:00.000Z,2019-07-14T23:45:00.000Z,Soil-Temperature,1000,1000,TRUE,Degrees-Celcius
SFS_23,1,479,SFS56 - Mirranatwa_Soil-Moisture_800,2013-09-12T14:15:00.000Z,2019-06-19T18:00:00.000Z,Soil-Moisture,800,800,TRUE,mm
SFS_41,1,304,SFS19 - Duverney_Soil-Moisture_600,2013-04-22T14:15:00.000Z,2019-07-14T23:45:00.000Z,Soil-Moisture,600,600,TRUE,mm
SFS_58,1,148,SFS8 - Meredith_Soil-Moisture_400,2013-04-10T14:15:00.000Z,2019-07-14T23:45:00.000Z,Soil-Moisture,400,400,TRUE,mm
SFS_67,1,1156,SFS101 - Wombelano_Soil-Temperature_900,2017-04-10T07:30:00.000Z,2019-07-14T23:45:00.000Z,Soil-Temperature,900,900,TRUE,Degrees-Celcius
SFS_67,1,274,SFS101 - Wombelano_Soil-Moisture_500,2017-04-10T07:30:00.000Z,2019-07-14T23:45:00.000Z,Soil-Moisture,500,500,TRUE,mm
SFS_55,1,1049,SFS16 - Skipton_Soil-Temperature_800,2013-12-03T12:00:00.000Z,2019-07-14T23:45:00.000Z,Soil-Temperature,800,800,TRUE,Degrees-Celcius
SFS_58,1,576,SFS8 - Meredith_Soil-Moisture_1000,2013-04-10T14:15:00.000Z,2019-07-14T23:45:00.000Z,Soil-Moisture,1000,1000,TRUE,mm
SFS_59,1,1108,SFS9 - Wingeel_Soil-Temperature_900,2013-04-16T01:38:09.000Z,2019-07-14T23:45:00.000Z,Soil-Temperature,900,900,TRUE,Degrees-Celcius
SFS_42,1,34,SFS31 - Staughton Vale_Soil-Moisture_100,2013-05-05T15:00:00.000Z,2019-06-21T18:15:00.000Z,Soil-Moisture,100,100,TRUE,mm
SFS_45,1,484,SFS50 - Teesdale_Soil-Moisture_800,2014-07-01T14:05:00.000Z,2019-07-14T23:45:00.000Z,Soil-Moisture,800,800,TRUE,mm
SFS_41,1,232,SFS19 - Duverney_Soil-Moisture_500,2013-04-22T14:15:00.000Z,2019-06-18T15:00:00.000Z,Soil-Moisture,500,500,TRUE,mm
SFS_74,1,287,SFS05 - Wickliffe1_Soil-Moisture_600,2012-08-31T14:15:00.000Z,2019-06-21T14:00:00.000Z,Soil-Moisture,600,600,TRUE,mm
SFS_62,1,441,SFS14 - Barunah Park_Soil-Moisture_800,2013-04-19T14:15:00.000Z,2019-07-14T23:45:00.000Z,Soil-Moisture,800,800,TRUE,mm
SFS_74,1,768,SFS05 - Wickliffe1_Soil-Temperature_400,2012-08-27T22:15:00.000Z,2019-07-14T23:45:00.000Z,Soil-Temperature,400,400,TRUE,Degrees-Celcius
SFS_43,1,730,SFS37 - Werneth 2_Soil-Temperature_300,2013-05-08T05:23:13.000Z,2019-07-14T23:45:00.000Z,Soil-Temperature,300,300,TRUE,Degrees-Celcius
SFS_42,1,670,SFS31 - Staughton Vale_Soil-Temperature_100,2013-05-03T03:57:56.000Z,2019-07-14T23:45:00.000Z,Soil-Temperature,100,100,TRUE,Degrees-Celcius
SFS_61,1,509,SFS12 - Inverleigh2_Soil-Moisture_900,2013-04-16T14:15:00.000Z,2019-07-14T23:45:00.000Z,Soil-Moisture,900,900,TRUE,mm
SFS_11,1,1195,SFS35 - Tatyoon1_Soil-Temperature_1000,2013-05-01T06:47:31.000Z,2019-07-14T23:45:00.000Z,Soil-Temperature,1000,1000,TRUE,Degrees-Celcius
SFS_67,1,1432,SFS101 - Wombelano_Humidity_0,2017-05-08T03:15:00.000Z,2019-07-14T23:45:00.000Z,Humidity,0,0,TRUE,Percent
SFS_22,1,804,SFS46 - Glenthompson_Soil-Temperature_400,2013-06-20T03:30:00.000Z,2019-07-14T23:45:00.000Z,Soil-Temperature,400,400,TRUE,Degrees-Celcius
SFS_39,1,1388,SFS107 - Woorndoo 2_Wind-Speed_0,2017-05-30T06:45:00.000Z,2019-07-14T23:45:00.000Z,Wind-Speed,0,0,TRUE,km/hr
SFS_22,1,1427,SFS46 - Glenthompson_Humidity_0,2017-06-19T09:15:00.000Z,2019-07-14T23:45:00.000Z,Humidity,0,0,TRUE,Percent
SFS_75,1,1024,SFS104 - Wickliffe 3_Soil-Temperature_700,2017-04-21T02:00:00.000Z,2019-07-14T23:45:00.000Z,Soil-Temperature,700,700,TRUE,Degrees-Celcius
SFS_60,1,225,SFS10 - Inverleigh3_Soil-Moisture_500,2013-04-16T14:15:00.000Z,2019-07-14T23:45:00.000Z,Soil-Moisture,500,500,TRUE,mm
SFS_13,1,608,SFS38 - Westmere_Soil-Moisture_1000,2013-06-21T01:25:41.000Z,2019-06-21T18:30:00.000Z,Soil-Moisture,1000,1000,TRUE,mm
SFS_61,1,295,SFS12 - Inverleigh2_Soil-Moisture_600,2013-04-16T14:15:00.000Z,2019-07-14T23:45:00.000Z,Soil-Moisture,600,600,TRUE,mm
SFS_15,1,1043,SFS13 - Lethbridge_Soil-Temperature_800,2013-04-18T02:11:33.000Z,2019-07-14T23:45:00.000Z,Soil-Temperature,800,800,TRUE,Degrees-Celcius
SFS_73,1,1418,SFS00 - Lake Bolac1_Humidity_0,2018-12-23T10:00:00.000Z,2019-06-21T10:00:00.000Z,Humidity,0,0,TRUE,Percent
